"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"31/05/2021 09:00:00 - 31/05/2021 10:00:00","BZN|PL","Without Sequence","77.90","",""
"31/05/2021 10:00:00 - 31/05/2021 11:00:00","BZN|PL","Without Sequence","67.75","",""
"31/05/2021 11:00:00 - 31/05/2021 12:00:00","BZN|PL","Without Sequence","70.90","",""
"31/05/2021 12:00:00 - 31/05/2021 13:00:00","BZN|PL","Without Sequence","71.24","",""
"31/05/2021 13:00:00 - 31/05/2021 14:00:00","BZN|PL","Without Sequence","70.61","",""
"31/05/2021 14:00:00 - 31/05/2021 15:00:00","BZN|PL","Without Sequence","67.64","",""
"31/05/2021 15:00:00 - 31/05/2021 16:00:00","BZN|PL","Without Sequence","76.24","",""
"31/05/2021 16:00:00 - 31/05/2021 17:00:00","BZN|PL","Without Sequence","71.42","",""
"31/05/2021 17:00:00 - 31/05/2021 18:00:00","BZN|PL","Without Sequence","78.13","",""
"31/05/2021 18:00:00 - 31/05/2021 19:00:00","BZN|PL","Without Sequence","81.28","",""
"31/05/2021 19:00:00 - 31/05/2021 20:00:00","BZN|PL","Without Sequence","85.14","",""
"31/05/2021 20:00:00 - 31/05/2021 21:00:00","BZN|PL","Without Sequence","86.00","",""
"31/05/2021 21:00:00 - 31/05/2021 22:00:00","BZN|PL","Without Sequence","83.79","",""
"31/05/2021 22:00:00 - 31/05/2021 23:00:00","BZN|PL","Without Sequence","78.91","",""
"31/05/2021 23:00:00 - 01/06/2021 00:00:00","BZN|PL","Without Sequence","77.21","",""
"01/06/2021 00:00:00 - 01/06/2021 01:00:00","BZN|PL","Without Sequence","64.23","",""
"01/06/2021 01:00:00 - 01/06/2021 02:00:00","BZN|PL","Without Sequence","64.52","",""
"01/06/2021 02:00:00 - 01/06/2021 03:00:00","BZN|PL","Without Sequence","63.43","",""
"01/06/2021 03:00:00 - 01/06/2021 04:00:00","BZN|PL","Without Sequence","66.10","",""
"01/06/2021 04:00:00 - 01/06/2021 05:00:00","BZN|PL","Without Sequence","67.94","",""
"01/06/2021 05:00:00 - 01/06/2021 06:00:00","BZN|PL","Without Sequence","65.44","",""
"01/06/2021 06:00:00 - 01/06/2021 07:00:00","BZN|PL","Without Sequence","78.99","",""
"01/06/2021 07:00:00 - 01/06/2021 08:00:00","BZN|PL","Without Sequence","85.13","",""
"01/06/2021 08:00:00 - 01/06/2021 09:00:00","BZN|PL","Without Sequence","86.63","",""
"01/06/2021 09:00:00 - 01/06/2021 10:00:00","BZN|PL","Without Sequence","83.43","",""
"01/06/2021 10:00:00 - 01/06/2021 11:00:00","BZN|PL","Without Sequence","82.44","",""
"01/06/2021 11:00:00 - 01/06/2021 12:00:00","BZN|PL","Without Sequence","82.20","",""
"01/06/2021 12:00:00 - 01/06/2021 13:00:00","BZN|PL","Without Sequence","82.38","",""
"01/06/2021 13:00:00 - 01/06/2021 14:00:00","BZN|PL","Without Sequence","81.99","",""
"01/06/2021 14:00:00 - 01/06/2021 15:00:00","BZN|PL","Without Sequence","84.74","",""
"01/06/2021 15:00:00 - 01/06/2021 16:00:00","BZN|PL","Without Sequence","81.65","",""
"01/06/2021 16:00:00 - 01/06/2021 17:00:00","BZN|PL","Without Sequence","81.63","",""
"01/06/2021 17:00:00 - 01/06/2021 18:00:00","BZN|PL","Without Sequence","74.03","",""
"01/06/2021 18:00:00 - 01/06/2021 19:00:00","BZN|PL","Without Sequence","82.10","",""
"01/06/2021 19:00:00 - 01/06/2021 20:00:00","BZN|PL","Without Sequence","85.85","",""
"01/06/2021 20:00:00 - 01/06/2021 21:00:00","BZN|PL","Without Sequence","85.14","",""
"01/06/2021 21:00:00 - 01/06/2021 22:00:00","BZN|PL","Without Sequence","80.50","",""
"01/06/2021 22:00:00 - 01/06/2021 23:00:00","BZN|PL","Without Sequence","75.31","",""
"01/06/2021 23:00:00 - 02/06/2021 00:00:00","BZN|PL","Without Sequence","67.08","",""
"02/06/2021 00:00:00 - 02/06/2021 01:00:00","BZN|PL","Without Sequence","63.44","",""
"02/06/2021 01:00:00 - 02/06/2021 02:00:00","BZN|PL","Without Sequence","60.17","",""
"02/06/2021 02:00:00 - 02/06/2021 03:00:00","BZN|PL","Without Sequence","60.87","",""
"02/06/2021 03:00:00 - 02/06/2021 04:00:00","BZN|PL","Without Sequence","60.35","",""
"02/06/2021 04:00:00 - 02/06/2021 05:00:00","BZN|PL","Without Sequence","60.17","",""
"02/06/2021 05:00:00 - 02/06/2021 06:00:00","BZN|PL","Without Sequence","60.71","",""
"02/06/2021 06:00:00 - 02/06/2021 07:00:00","BZN|PL","Without Sequence","78.24","",""
"02/06/2021 07:00:00 - 02/06/2021 08:00:00","BZN|PL","Without Sequence","84.37","",""
"02/06/2021 08:00:00 - 02/06/2021 09:00:00","BZN|PL","Without Sequence","82.19","",""
"02/06/2021 09:00:00 - 02/06/2021 10:00:00","BZN|PL","Without Sequence","79.98","",""
"02/06/2021 10:00:00 - 02/06/2021 11:00:00","BZN|PL","Without Sequence","80.31","",""
"02/06/2021 11:00:00 - 02/06/2021 12:00:00","BZN|PL","Without Sequence","80.96","",""
"02/06/2021 12:00:00 - 02/06/2021 13:00:00","BZN|PL","Without Sequence","80.15","",""
"02/06/2021 13:00:00 - 02/06/2021 14:00:00","BZN|PL","Without Sequence","81.33","",""
"02/06/2021 14:00:00 - 02/06/2021 15:00:00","BZN|PL","Without Sequence","77.01","",""
"02/06/2021 15:00:00 - 02/06/2021 16:00:00","BZN|PL","Without Sequence","64.69","",""
"02/06/2021 16:00:00 - 02/06/2021 17:00:00","BZN|PL","Without Sequence","66.66","",""
"02/06/2021 17:00:00 - 02/06/2021 18:00:00","BZN|PL","Without Sequence","67.45","",""
"02/06/2021 18:00:00 - 02/06/2021 19:00:00","BZN|PL","Without Sequence","82.83","",""
"02/06/2021 19:00:00 - 02/06/2021 20:00:00","BZN|PL","Without Sequence","84.34","",""
"02/06/2021 20:00:00 - 02/06/2021 21:00:00","BZN|PL","Without Sequence","81.58","",""
"02/06/2021 21:00:00 - 02/06/2021 22:00:00","BZN|PL","Without Sequence","76.30","",""
"02/06/2021 22:00:00 - 02/06/2021 23:00:00","BZN|PL","Without Sequence","73.68","",""
"02/06/2021 23:00:00 - 03/06/2021 00:00:00","BZN|PL","Without Sequence","68.36","",""
"03/06/2021 00:00:00 - 03/06/2021 01:00:00","BZN|PL","Without Sequence","57.74","",""
"03/06/2021 01:00:00 - 03/06/2021 02:00:00","BZN|PL","Without Sequence","56.57","",""
"03/06/2021 02:00:00 - 03/06/2021 03:00:00","BZN|PL","Without Sequence","56.33","",""
"03/06/2021 03:00:00 - 03/06/2021 04:00:00","BZN|PL","Without Sequence","56.13","",""
"03/06/2021 04:00:00 - 03/06/2021 05:00:00","BZN|PL","Without Sequence","56.16","",""
"03/06/2021 05:00:00 - 03/06/2021 06:00:00","BZN|PL","Without Sequence","56.66","",""
"03/06/2021 06:00:00 - 03/06/2021 07:00:00","BZN|PL","Without Sequence","56.64","",""
"03/06/2021 07:00:00 - 03/06/2021 08:00:00","BZN|PL","Without Sequence","60.94","",""
"03/06/2021 08:00:00 - 03/06/2021 09:00:00","BZN|PL","Without Sequence","61.71","",""
"03/06/2021 09:00:00 - 03/06/2021 10:00:00","BZN|PL","Without Sequence","58.66","",""
"03/06/2021 10:00:00 - 03/06/2021 11:00:00","BZN|PL","Without Sequence","58.15","",""
"03/06/2021 11:00:00 - 03/06/2021 12:00:00","BZN|PL","Without Sequence","59.31","",""
"03/06/2021 12:00:00 - 03/06/2021 13:00:00","BZN|PL","Without Sequence","60.69","",""
"03/06/2021 13:00:00 - 03/06/2021 14:00:00","BZN|PL","Without Sequence","61.49","",""
"03/06/2021 14:00:00 - 03/06/2021 15:00:00","BZN|PL","Without Sequence","62.86","",""
"03/06/2021 15:00:00 - 03/06/2021 16:00:00","BZN|PL","Without Sequence","57.26","",""
"03/06/2021 16:00:00 - 03/06/2021 17:00:00","BZN|PL","Without Sequence","59.22","",""
"03/06/2021 17:00:00 - 03/06/2021 18:00:00","BZN|PL","Without Sequence","62.21","",""
"03/06/2021 18:00:00 - 03/06/2021 19:00:00","BZN|PL","Without Sequence","80.02","",""
"03/06/2021 19:00:00 - 03/06/2021 20:00:00","BZN|PL","Without Sequence","80.02","",""
"03/06/2021 20:00:00 - 03/06/2021 21:00:00","BZN|PL","Without Sequence","78.77","",""
"03/06/2021 21:00:00 - 03/06/2021 22:00:00","BZN|PL","Without Sequence","70.99","",""
"03/06/2021 22:00:00 - 03/06/2021 23:00:00","BZN|PL","Without Sequence","69.70","",""
"03/06/2021 23:00:00 - 04/06/2021 00:00:00","BZN|PL","Without Sequence","59.34","",""
"04/06/2021 00:00:00 - 04/06/2021 01:00:00","BZN|PL","Without Sequence","65.19","",""
"04/06/2021 01:00:00 - 04/06/2021 02:00:00","BZN|PL","Without Sequence","63.89","",""
"04/06/2021 02:00:00 - 04/06/2021 03:00:00","BZN|PL","Without Sequence","62.46","",""
"04/06/2021 03:00:00 - 04/06/2021 04:00:00","BZN|PL","Without Sequence","62.32","",""
"04/06/2021 04:00:00 - 04/06/2021 05:00:00","BZN|PL","Without Sequence","61.30","",""
"04/06/2021 05:00:00 - 04/06/2021 06:00:00","BZN|PL","Without Sequence","63.69","",""
"04/06/2021 06:00:00 - 04/06/2021 07:00:00","BZN|PL","Without Sequence","75.98","",""
"04/06/2021 07:00:00 - 04/06/2021 08:00:00","BZN|PL","Without Sequence","82.99","",""
"04/06/2021 08:00:00 - 04/06/2021 09:00:00","BZN|PL","Without Sequence","83.30","",""
"04/06/2021 09:00:00 - 04/06/2021 10:00:00","BZN|PL","Without Sequence","83.39","",""
"04/06/2021 10:00:00 - 04/06/2021 11:00:00","BZN|PL","Without Sequence","77.24","",""
"04/06/2021 11:00:00 - 04/06/2021 12:00:00","BZN|PL","Without Sequence","75.72","",""
"04/06/2021 12:00:00 - 04/06/2021 13:00:00","BZN|PL","Without Sequence","74.37","",""
"04/06/2021 13:00:00 - 04/06/2021 14:00:00","BZN|PL","Without Sequence","79.29","",""
"04/06/2021 14:00:00 - 04/06/2021 15:00:00","BZN|PL","Without Sequence","79.98","",""
"04/06/2021 15:00:00 - 04/06/2021 16:00:00","BZN|PL","Without Sequence","78.22","",""
"04/06/2021 16:00:00 - 04/06/2021 17:00:00","BZN|PL","Without Sequence","72.88","",""
"04/06/2021 17:00:00 - 04/06/2021 18:00:00","BZN|PL","Without Sequence","75.90","",""
"04/06/2021 18:00:00 - 04/06/2021 19:00:00","BZN|PL","Without Sequence","79.91","",""
"04/06/2021 19:00:00 - 04/06/2021 20:00:00","BZN|PL","Without Sequence","81.95","",""
"04/06/2021 20:00:00 - 04/06/2021 21:00:00","BZN|PL","Without Sequence","81.69","",""
"04/06/2021 21:00:00 - 04/06/2021 22:00:00","BZN|PL","Without Sequence","80.00","",""
"04/06/2021 22:00:00 - 04/06/2021 23:00:00","BZN|PL","Without Sequence","80.15","",""
"04/06/2021 23:00:00 - 05/06/2021 00:00:00","BZN|PL","Without Sequence","73.25","",""
"05/06/2021 00:00:00 - 05/06/2021 01:00:00","BZN|PL","Without Sequence","71.65","",""
"05/06/2021 01:00:00 - 05/06/2021 02:00:00","BZN|PL","Without Sequence","63.68","",""
"05/06/2021 02:00:00 - 05/06/2021 03:00:00","BZN|PL","Without Sequence","60.32","",""
"05/06/2021 03:00:00 - 05/06/2021 04:00:00","BZN|PL","Without Sequence","59.39","",""
"05/06/2021 04:00:00 - 05/06/2021 05:00:00","BZN|PL","Without Sequence","57.18","",""
"05/06/2021 05:00:00 - 05/06/2021 06:00:00","BZN|PL","Without Sequence","56.16","",""
"05/06/2021 06:00:00 - 05/06/2021 07:00:00","BZN|PL","Without Sequence","56.07","",""
"05/06/2021 07:00:00 - 05/06/2021 08:00:00","BZN|PL","Without Sequence","60.95","",""
"05/06/2021 08:00:00 - 05/06/2021 09:00:00","BZN|PL","Without Sequence","67.00","",""
"05/06/2021 09:00:00 - 05/06/2021 10:00:00","BZN|PL","Without Sequence","67.99","",""
"05/06/2021 10:00:00 - 05/06/2021 11:00:00","BZN|PL","Without Sequence","63.56","",""
"05/06/2021 11:00:00 - 05/06/2021 12:00:00","BZN|PL","Without Sequence","62.60","",""
"05/06/2021 12:00:00 - 05/06/2021 13:00:00","BZN|PL","Without Sequence","58.83","",""
"05/06/2021 13:00:00 - 05/06/2021 14:00:00","BZN|PL","Without Sequence","55.49","",""
"05/06/2021 14:00:00 - 05/06/2021 15:00:00","BZN|PL","Without Sequence","55.86","",""
"05/06/2021 15:00:00 - 05/06/2021 16:00:00","BZN|PL","Without Sequence","55.24","",""
"05/06/2021 16:00:00 - 05/06/2021 17:00:00","BZN|PL","Without Sequence","55.25","",""
"05/06/2021 17:00:00 - 05/06/2021 18:00:00","BZN|PL","Without Sequence","60.48","",""
"05/06/2021 18:00:00 - 05/06/2021 19:00:00","BZN|PL","Without Sequence","70.60","",""
"05/06/2021 19:00:00 - 05/06/2021 20:00:00","BZN|PL","Without Sequence","75.62","",""
"05/06/2021 20:00:00 - 05/06/2021 21:00:00","BZN|PL","Without Sequence","76.01","",""
"05/06/2021 21:00:00 - 05/06/2021 22:00:00","BZN|PL","Without Sequence","75.60","",""
"05/06/2021 22:00:00 - 05/06/2021 23:00:00","BZN|PL","Without Sequence","72.37","",""
"05/06/2021 23:00:00 - 06/06/2021 00:00:00","BZN|PL","Without Sequence","61.86","",""
"06/06/2021 00:00:00 - 06/06/2021 01:00:00","BZN|PL","Without Sequence","58.03","",""
"06/06/2021 01:00:00 - 06/06/2021 02:00:00","BZN|PL","Without Sequence","56.68","",""
"06/06/2021 02:00:00 - 06/06/2021 03:00:00","BZN|PL","Without Sequence","56.36","",""
"06/06/2021 03:00:00 - 06/06/2021 04:00:00","BZN|PL","Without Sequence","56.52","",""
"06/06/2021 04:00:00 - 06/06/2021 05:00:00","BZN|PL","Without Sequence","57.10","",""
"06/06/2021 05:00:00 - 06/06/2021 06:00:00","BZN|PL","Without Sequence","56.79","",""
"06/06/2021 06:00:00 - 06/06/2021 07:00:00","BZN|PL","Without Sequence","56.66","",""
"06/06/2021 07:00:00 - 06/06/2021 08:00:00","BZN|PL","Without Sequence","54.26","",""
"06/06/2021 08:00:00 - 06/06/2021 09:00:00","BZN|PL","Without Sequence","57.12","",""
"06/06/2021 09:00:00 - 06/06/2021 10:00:00","BZN|PL","Without Sequence","57.89","",""
"06/06/2021 10:00:00 - 06/06/2021 11:00:00","BZN|PL","Without Sequence","57.76","",""
"06/06/2021 11:00:00 - 06/06/2021 12:00:00","BZN|PL","Without Sequence","58.44","",""
"06/06/2021 12:00:00 - 06/06/2021 13:00:00","BZN|PL","Without Sequence","58.16","",""
"06/06/2021 13:00:00 - 06/06/2021 14:00:00","BZN|PL","Without Sequence","55.41","",""
"06/06/2021 14:00:00 - 06/06/2021 15:00:00","BZN|PL","Without Sequence","50.12","",""
"06/06/2021 15:00:00 - 06/06/2021 16:00:00","BZN|PL","Without Sequence","49.03","",""
"06/06/2021 16:00:00 - 06/06/2021 17:00:00","BZN|PL","Without Sequence","50.68","",""
"06/06/2021 17:00:00 - 06/06/2021 18:00:00","BZN|PL","Without Sequence","57.69","",""
"06/06/2021 18:00:00 - 06/06/2021 19:00:00","BZN|PL","Without Sequence","60.02","",""
"06/06/2021 19:00:00 - 06/06/2021 20:00:00","BZN|PL","Without Sequence","69.12","",""
"06/06/2021 20:00:00 - 06/06/2021 21:00:00","BZN|PL","Without Sequence","76.38","",""
"06/06/2021 21:00:00 - 06/06/2021 22:00:00","BZN|PL","Without Sequence","77.08","",""
"06/06/2021 22:00:00 - 06/06/2021 23:00:00","BZN|PL","Without Sequence","78.82","",""
"06/06/2021 23:00:00 - 07/06/2021 00:00:00","BZN|PL","Without Sequence","70.56","",""
"07/06/2021 00:00:00 - 07/06/2021 01:00:00","BZN|PL","Without Sequence","64.42","",""
"07/06/2021 01:00:00 - 07/06/2021 02:00:00","BZN|PL","Without Sequence","60.39","",""
"07/06/2021 02:00:00 - 07/06/2021 03:00:00","BZN|PL","Without Sequence","59.34","",""
"07/06/2021 03:00:00 - 07/06/2021 04:00:00","BZN|PL","Without Sequence","58.53","",""
"07/06/2021 04:00:00 - 07/06/2021 05:00:00","BZN|PL","Without Sequence","58.85","",""
"07/06/2021 05:00:00 - 07/06/2021 06:00:00","BZN|PL","Without Sequence","63.22","",""
"07/06/2021 06:00:00 - 07/06/2021 07:00:00","BZN|PL","Without Sequence","79.34","",""
"07/06/2021 07:00:00 - 07/06/2021 08:00:00","BZN|PL","Without Sequence","82.99","",""
"07/06/2021 08:00:00 - 07/06/2021 09:00:00","BZN|PL","Without Sequence","83.26","",""
"07/06/2021 09:00:00 - 07/06/2021 10:00:00","BZN|PL","Without Sequence","83.23","",""
"07/06/2021 10:00:00 - 07/06/2021 11:00:00","BZN|PL","Without Sequence","82.69","",""
"07/06/2021 11:00:00 - 07/06/2021 12:00:00","BZN|PL","Without Sequence","82.76","",""
"07/06/2021 12:00:00 - 07/06/2021 13:00:00","BZN|PL","Without Sequence","81.80","",""
"07/06/2021 13:00:00 - 07/06/2021 14:00:00","BZN|PL","Without Sequence","81.65","",""
"07/06/2021 14:00:00 - 07/06/2021 15:00:00","BZN|PL","Without Sequence","81.56","",""
"07/06/2021 15:00:00 - 07/06/2021 16:00:00","BZN|PL","Without Sequence","77.16","",""
"07/06/2021 16:00:00 - 07/06/2021 17:00:00","BZN|PL","Without Sequence","77.25","",""
"07/06/2021 17:00:00 - 07/06/2021 18:00:00","BZN|PL","Without Sequence","82.83","",""
"07/06/2021 18:00:00 - 07/06/2021 19:00:00","BZN|PL","Without Sequence","84.38","",""
"07/06/2021 19:00:00 - 07/06/2021 20:00:00","BZN|PL","Without Sequence","85.27","",""
"07/06/2021 20:00:00 - 07/06/2021 21:00:00","BZN|PL","Without Sequence","88.26","",""
"07/06/2021 21:00:00 - 07/06/2021 22:00:00","BZN|PL","Without Sequence","87.24","",""
"07/06/2021 22:00:00 - 07/06/2021 23:00:00","BZN|PL","Without Sequence","82.91","",""
"07/06/2021 23:00:00 - 08/06/2021 00:00:00","BZN|PL","Without Sequence","78.73","",""
"08/06/2021 00:00:00 - 08/06/2021 01:00:00","BZN|PL","Without Sequence","71.35","",""
"08/06/2021 01:00:00 - 08/06/2021 02:00:00","BZN|PL","Without Sequence","63.92","",""
"08/06/2021 02:00:00 - 08/06/2021 03:00:00","BZN|PL","Without Sequence","61.96","",""
"08/06/2021 03:00:00 - 08/06/2021 04:00:00","BZN|PL","Without Sequence","60.99","",""
"08/06/2021 04:00:00 - 08/06/2021 05:00:00","BZN|PL","Without Sequence","61.65","",""
"08/06/2021 05:00:00 - 08/06/2021 06:00:00","BZN|PL","Without Sequence","66.42","",""
"08/06/2021 06:00:00 - 08/06/2021 07:00:00","BZN|PL","Without Sequence","80.07","",""
"08/06/2021 07:00:00 - 08/06/2021 08:00:00","BZN|PL","Without Sequence","84.15","",""
"08/06/2021 08:00:00 - 08/06/2021 09:00:00","BZN|PL","Without Sequence","85.29","",""
"08/06/2021 09:00:00 - 08/06/2021 10:00:00","BZN|PL","Without Sequence","82.94","",""
"08/06/2021 10:00:00 - 08/06/2021 11:00:00","BZN|PL","Without Sequence","76.92","",""
"08/06/2021 11:00:00 - 08/06/2021 12:00:00","BZN|PL","Without Sequence","76.00","",""
"08/06/2021 12:00:00 - 08/06/2021 13:00:00","BZN|PL","Without Sequence","72.52","",""
"08/06/2021 13:00:00 - 08/06/2021 14:00:00","BZN|PL","Without Sequence","72.16","",""
"08/06/2021 14:00:00 - 08/06/2021 15:00:00","BZN|PL","Without Sequence","71.24","",""
"08/06/2021 15:00:00 - 08/06/2021 16:00:00","BZN|PL","Without Sequence","70.28","",""
"08/06/2021 16:00:00 - 08/06/2021 17:00:00","BZN|PL","Without Sequence","71.13","",""
"08/06/2021 17:00:00 - 08/06/2021 18:00:00","BZN|PL","Without Sequence","80.80","",""
"08/06/2021 18:00:00 - 08/06/2021 19:00:00","BZN|PL","Without Sequence","82.94","",""
"08/06/2021 19:00:00 - 08/06/2021 20:00:00","BZN|PL","Without Sequence","86.74","",""
"08/06/2021 20:00:00 - 08/06/2021 21:00:00","BZN|PL","Without Sequence","88.30","",""
"08/06/2021 21:00:00 - 08/06/2021 22:00:00","BZN|PL","Without Sequence","87.24","",""
"08/06/2021 22:00:00 - 08/06/2021 23:00:00","BZN|PL","Without Sequence","83.96","",""
"08/06/2021 23:00:00 - 09/06/2021 00:00:00","BZN|PL","Without Sequence","77.66","",""
"09/06/2021 00:00:00 - 09/06/2021 01:00:00","BZN|PL","Without Sequence","69.58","",""
"09/06/2021 01:00:00 - 09/06/2021 02:00:00","BZN|PL","Without Sequence","65.01","",""
"09/06/2021 02:00:00 - 09/06/2021 03:00:00","BZN|PL","Without Sequence","63.37","",""
"09/06/2021 03:00:00 - 09/06/2021 04:00:00","BZN|PL","Without Sequence","63.13","",""
"09/06/2021 04:00:00 - 09/06/2021 05:00:00","BZN|PL","Without Sequence","63.34","",""
"09/06/2021 05:00:00 - 09/06/2021 06:00:00","BZN|PL","Without Sequence","65.39","",""
"09/06/2021 06:00:00 - 09/06/2021 07:00:00","BZN|PL","Without Sequence","79.71","",""
"09/06/2021 07:00:00 - 09/06/2021 08:00:00","BZN|PL","Without Sequence","82.41","",""
"09/06/2021 08:00:00 - 09/06/2021 09:00:00","BZN|PL","Without Sequence","84.81","",""
"09/06/2021 09:00:00 - 09/06/2021 10:00:00","BZN|PL","Without Sequence","84.07","",""
"09/06/2021 10:00:00 - 09/06/2021 11:00:00","BZN|PL","Without Sequence","82.49","",""
"09/06/2021 11:00:00 - 09/06/2021 12:00:00","BZN|PL","Without Sequence","81.71","",""
"09/06/2021 12:00:00 - 09/06/2021 13:00:00","BZN|PL","Without Sequence","76.34","",""
"09/06/2021 13:00:00 - 09/06/2021 14:00:00","BZN|PL","Without Sequence","68.02","",""
"09/06/2021 14:00:00 - 09/06/2021 15:00:00","BZN|PL","Without Sequence","70.07","",""
"09/06/2021 15:00:00 - 09/06/2021 16:00:00","BZN|PL","Without Sequence","71.58","",""
"09/06/2021 16:00:00 - 09/06/2021 17:00:00","BZN|PL","Without Sequence","75.47","",""
"09/06/2021 17:00:00 - 09/06/2021 18:00:00","BZN|PL","Without Sequence","82.43","",""
"09/06/2021 18:00:00 - 09/06/2021 19:00:00","BZN|PL","Without Sequence","84.22","",""
"09/06/2021 19:00:00 - 09/06/2021 20:00:00","BZN|PL","Without Sequence","86.69","",""
"09/06/2021 20:00:00 - 09/06/2021 21:00:00","BZN|PL","Without Sequence","87.38","",""
"09/06/2021 21:00:00 - 09/06/2021 22:00:00","BZN|PL","Without Sequence","85.78","",""
"09/06/2021 22:00:00 - 09/06/2021 23:00:00","BZN|PL","Without Sequence","82.96","",""
"09/06/2021 23:00:00 - 10/06/2021 00:00:00","BZN|PL","Without Sequence","77.98","",""
"10/06/2021 00:00:00 - 10/06/2021 01:00:00","BZN|PL","Without Sequence","73.00","",""
"10/06/2021 01:00:00 - 10/06/2021 02:00:00","BZN|PL","Without Sequence","69.78","",""
"10/06/2021 02:00:00 - 10/06/2021 03:00:00","BZN|PL","Without Sequence","66.43","",""
"10/06/2021 03:00:00 - 10/06/2021 04:00:00","BZN|PL","Without Sequence","64.78","",""
"10/06/2021 04:00:00 - 10/06/2021 05:00:00","BZN|PL","Without Sequence","64.74","",""
"10/06/2021 05:00:00 - 10/06/2021 06:00:00","BZN|PL","Without Sequence","67.66","",""
"10/06/2021 06:00:00 - 10/06/2021 07:00:00","BZN|PL","Without Sequence","81.04","",""
"10/06/2021 07:00:00 - 10/06/2021 08:00:00","BZN|PL","Without Sequence","84.02","",""
"10/06/2021 08:00:00 - 10/06/2021 09:00:00","BZN|PL","Without Sequence","84.08","",""
"10/06/2021 09:00:00 - 10/06/2021 10:00:00","BZN|PL","Without Sequence","83.97","",""
"10/06/2021 10:00:00 - 10/06/2021 11:00:00","BZN|PL","Without Sequence","81.48","",""
"10/06/2021 11:00:00 - 10/06/2021 12:00:00","BZN|PL","Without Sequence","76.31","",""
"10/06/2021 12:00:00 - 10/06/2021 13:00:00","BZN|PL","Without Sequence","78.57","",""
"10/06/2021 13:00:00 - 10/06/2021 14:00:00","BZN|PL","Without Sequence","73.84","",""
"10/06/2021 14:00:00 - 10/06/2021 15:00:00","BZN|PL","Without Sequence","73.65","",""
"10/06/2021 15:00:00 - 10/06/2021 16:00:00","BZN|PL","Without Sequence","73.70","",""
"10/06/2021 16:00:00 - 10/06/2021 17:00:00","BZN|PL","Without Sequence","73.17","",""
"10/06/2021 17:00:00 - 10/06/2021 18:00:00","BZN|PL","Without Sequence","81.70","",""
"10/06/2021 18:00:00 - 10/06/2021 19:00:00","BZN|PL","Without Sequence","84.07","",""
"10/06/2021 19:00:00 - 10/06/2021 20:00:00","BZN|PL","Without Sequence","86.62","",""
"10/06/2021 20:00:00 - 10/06/2021 21:00:00","BZN|PL","Without Sequence","87.00","",""
"10/06/2021 21:00:00 - 10/06/2021 22:00:00","BZN|PL","Without Sequence","86.84","",""
"10/06/2021 22:00:00 - 10/06/2021 23:00:00","BZN|PL","Without Sequence","86.29","",""
"10/06/2021 23:00:00 - 11/06/2021 00:00:00","BZN|PL","Without Sequence","79.51","",""
"11/06/2021 00:00:00 - 11/06/2021 01:00:00","BZN|PL","Without Sequence","78.03","",""
"11/06/2021 01:00:00 - 11/06/2021 02:00:00","BZN|PL","Without Sequence","71.46","",""
"11/06/2021 02:00:00 - 11/06/2021 03:00:00","BZN|PL","Without Sequence","66.47","",""
"11/06/2021 03:00:00 - 11/06/2021 04:00:00","BZN|PL","Without Sequence","64.98","",""
"11/06/2021 04:00:00 - 11/06/2021 05:00:00","BZN|PL","Without Sequence","64.74","",""
"11/06/2021 05:00:00 - 11/06/2021 06:00:00","BZN|PL","Without Sequence","68.47","",""
"11/06/2021 06:00:00 - 11/06/2021 07:00:00","BZN|PL","Without Sequence","79.40","",""
"11/06/2021 07:00:00 - 11/06/2021 08:00:00","BZN|PL","Without Sequence","84.83","",""
"11/06/2021 08:00:00 - 11/06/2021 09:00:00","BZN|PL","Without Sequence","86.36","",""
"11/06/2021 09:00:00 - 11/06/2021 10:00:00","BZN|PL","Without Sequence","85.08","",""
"11/06/2021 10:00:00 - 11/06/2021 11:00:00","BZN|PL","Without Sequence","82.30","",""
"11/06/2021 11:00:00 - 11/06/2021 12:00:00","BZN|PL","Without Sequence","83.07","",""
"11/06/2021 12:00:00 - 11/06/2021 13:00:00","BZN|PL","Without Sequence","80.31","",""
"11/06/2021 13:00:00 - 11/06/2021 14:00:00","BZN|PL","Without Sequence","77.53","",""
"11/06/2021 14:00:00 - 11/06/2021 15:00:00","BZN|PL","Without Sequence","75.00","",""
"11/06/2021 15:00:00 - 11/06/2021 16:00:00","BZN|PL","Without Sequence","71.61","",""
"11/06/2021 16:00:00 - 11/06/2021 17:00:00","BZN|PL","Without Sequence","74.83","",""
"11/06/2021 17:00:00 - 11/06/2021 18:00:00","BZN|PL","Without Sequence","77.65","",""
"11/06/2021 18:00:00 - 11/06/2021 19:00:00","BZN|PL","Without Sequence","82.98","",""
"11/06/2021 19:00:00 - 11/06/2021 20:00:00","BZN|PL","Without Sequence","85.77","",""
"11/06/2021 20:00:00 - 11/06/2021 21:00:00","BZN|PL","Without Sequence","87.20","",""
"11/06/2021 21:00:00 - 11/06/2021 22:00:00","BZN|PL","Without Sequence","86.08","",""
"11/06/2021 22:00:00 - 11/06/2021 23:00:00","BZN|PL","Without Sequence","82.80","",""
